CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,TypeofContact_encoded,Occupation_encoded,Gender_encoded,ProductPitched_encoded,MaritalStatus_encoded,Designation_encoded,Age_Group,Age_Group_encoded,Income_Group,Income_Group_encoded,Family_Size,Travel_Experience,Travel_Experience_encoded,High_Satisfaction,Base_Price,Price_Per_Person,Customer_Segment
201959,0,43.0,Self Enquiry,1,12.0,Salaried,Male,2,4.0,Super Deluxe,3.0,Married,5.0,1,3,1,0.0,AVP,31627.0,1,2,2,4,1,0,Middle,1,Medium,2,2.0,Regular,3,0,3500,3217.335854398791,0
201960,0,38.0,Self Enquiry,1,6.0,Salaried,Female,2,3.0,Basic,5.0,Single,4.0,0,1,0,1.0,Executive,17619.0,1,2,1,0,2,1,Middle,1,Low,1,3.0,Regular,3,0,500,459.61940777125585,1
201961,0,43.0,Company Invited,1,15.0,Small Business,Male,3,3.0,Deluxe,3.0,Married,4.0,1,3,1,2.0,Manager,20679.0,0,3,2,1,1,2,Middle,1,Medium,2,5.0,Regular,3,0,2000,1501.1106998930272,4
201962,0,48.0,Self Enquiry,1,6.0,Salaried,Female,2,4.0,Super Deluxe,5.0,Married,1.0,0,4,0,0.0,AVP,30402.0,1,2,1,4,1,0,Senior,2,Medium,2,2.0,Beginner,0,1,3500,3217.335854398791,0
201963,0,44.0,Self Enquiry,2,6.0,Salaried,Female,2,4.0,Deluxe,3.0,Single,5.0,0,5,1,1.0,Manager,20985.0,1,2,1,1,2,2,Middle,1,Medium,2,3.0,Regular,3,1,2000,1555.6349186104044,3
201964,0,34.0,Self Enquiry,3,20.0,Large Business,Female,2,3.0,Basic,3.0,Married,2.0,1,5,1,0.0,Executive,17579.0,1,1,1,0,1,1,Middle,1,Low,1,2.0,Beginner,0,1,500,353.5533905932737,2
201965,1,27.0,Self Enquiry,3,8.0,Small Business,Male,2,3.0,Basic,5.0,Married,1.0,0,5,1,1.0,Executive,18041.0,1,3,2,0,1,1,Young,3,Low,1,3.0,Beginner,0,1,500,353.5533905932737,2
201966,0,36.0,Self Enquiry,3,28.0,Large Business,Male,2,3.0,Basic,3.0,Single,2.0,0,1,0,0.0,Executive,18447.0,1,1,2,0,2,1,,1,Low,1,2.0,Beginner,0,0,500,353.5533905932737,2
201967,0,44.0,Self Enquiry,1,9.0,Salaried,Male,2,3.0,King,3.0,Married,5.0,1,1,0,1.0,VP,34513.0,1,2,2,2,1,4,Middle,1,Medium,2,3.0,Regular,3,0,5000,4596.194077712558,0
201968,0,22.0,Self Enquiry,1,12.0,Small Business,Male,3,3.0,Basic,3.0,Married,1.0,0,1,1,1.0,Executive,17773.0,1,3,2,0,1,1,Young,3,Low,1,4.0,Beginner,0,0,500,375.2776749732568,4
201969,0,33.0,Self Enquiry,3,14.0,Small Business,Male,2,3.0,Deluxe,3.0,Married,1.0,0,1,0,0.0,Manager,22104.0,1,3,2,1,1,2,Middle,1,Medium,2,2.0,Beginner,0,0,2000,1414.2135623730949,2
201970,0,32.0,Self Enquiry,1,15.0,Salaried,Female,3,3.0,Deluxe,3.0,Married,2.0,1,5,1,2.0,Manager,21322.0,1,2,1,1,1,2,Middle,1,Medium,2,5.0,Beginner,0,1,2000,1501.1106998930272,1
201971,0,30.0,Company Invited,1,9.0,Small Business,Female,3,3.0,Basic,3.0,Married,2.0,0,3,1,1.0,Executive,17083.0,0,3,1,0,1,1,Young,3,Low,1,4.0,Beginner,0,0,500,375.2776749732568,1
201972,0,53.0,Self Enquiry,3,6.0,Small Business,Female,2,3.0,Deluxe,5.0,Unmarried,1.0,0,1,1,1.0,Manager,23381.0,1,3,1,1,3,2,Senior,2,Medium,2,3.0,Beginner,0,0,2000,1414.2135623730949,2
201973,0,34.0,Self Enquiry,1,6.0,Salaried,Male,2,3.0,Basic,3.0,Married,2.0,0,3,1,1.0,Executive,17691.0,1,2,2,0,1,1,Middle,1,Low,1,3.0,Beginner,0,0,500,459.61940777125585,1
201974,1,45.0,Company Invited,3,13.0,Salaried,Female,3,3.0,Deluxe,5.0,Married,3.0,0,1,0,2.0,Manager,22347.0,0,2,1,1,1,2,Middle,1,,1,5.0,Regular,3,0,2000,1154.7005383792516,2
201975,0,26.0,Self Enquiry,1,12.0,Salaried,Female,3,3.0,Basic,3.0,Married,2.0,1,1,0,1.0,Executive,17659.0,1,2,1,0,1,1,Young,3,Low,1,4.0,Beginner,0,0,500,375.2776749732568,4
201976,0,37.0,Self Enquiry,1,9.0,Salaried,Male,2,3.0,Standard,3.0,Married,2.0,0,1,1,0.0,Senior Manager,24434.0,1,2,2,3,1,3,Middle,1,Medium,2,2.0,Beginner,0,0,1000,919.2388155425117,1
201977,0,29.0,Self Enquiry,3,9.0,Small Business,Female,3,3.0,Deluxe,3.0,Married,2.0,0,1,0,0.0,Manager,20561.0,1,3,1,1,1,2,Young,3,Medium,2,3.0,Beginner,0,0,2000,1154.7005383792516,2
201978,0,35.0,Self Enquiry,1,12.0,Salaried,Male,2,5.0,Deluxe,3.0,Unmarried,2.0,0,5,0,1.0,Manager,21646.0,1,2,2,1,3,2,Middle,1,Medium,2,3.0,Beginner,0,1,2000,1838.4776310850234,1
201979,0,33.0,Company Invited,1,12.0,Salaried,Male,1,3.0,Deluxe,3.0,Married,4.0,0,5,1,0.0,Manager,22725.0,0,2,2,1,1,2,Middle,1,Medium,2,1.0,Regular,3,1,2000,2600.0,1
201980,0,54.0,Self Enquiry,2,25.0,Small Business,Male,2,3.0,Standard,4.0,Married,3.0,0,3,1,1.0,Senior Manager,25725.0,1,3,2,3,1,3,Senior,2,Medium,2,3.0,Regular,3,0,1000,777.8174593052022,0
201981,0,36.0,Self Enquiry,1,15.0,Small Business,Male,2,4.0,Deluxe,4.0,Married,3.0,1,4,0,1.0,Manager,23847.0,1,3,2,1,1,2,Middle,1,Medium,2,3.0,Regular,3,1,2000,1838.4776310850234,1
201982,0,27.0,Self Enquiry,1,9.0,Small Business,Male,2,4.0,Basic,3.0,Single,1.0,0,1,1,1.0,Executive,17045.0,1,3,2,0,2,1,Young,3,Low,1,3.0,Beginner,0,0,500,459.61940777125585,1
201983,1,20.0,Self Enquiry,1,16.0,Small Business,Male,2,3.0,Basic,3.0,Single,2.0,1,5,1,1.0,Executive,16009.0,1,3,2,0,2,1,Young,3,Low,1,3.0,Beginner,0,1,500,459.61940777125585,1
201984,1,36.0,Company Invited,1,9.0,Salaried,Male,3,3.0,Basic,5.0,Single,2.0,1,5,1,0.0,Executive,18348.0,0,2,2,0,2,1,,1,Low,1,3.0,Beginner,0,1,500,375.2776749732568,1
201985,0,35.0,Company Invited,1,9.0,Salaried,Male,2,4.0,Basic,3.0,Married,2.0,0,1,1,1.0,Executive,16281.0,0,2,2,0,1,1,Middle,1,Low,1,3.0,Beginner,0,0,500,459.61940777125585,1
201986,0,23.0,Self Enquiry,1,10.0,Small Business,Male,2,1.0,Basic,5.0,Married,3.0,0,4,0,1.0,Executive,17819.0,1,3,2,0,1,1,Young,3,Low,1,3.0,Regular,3,1,500,459.61940777125585,1
201987,0,25.0,Self Enquiry,3,13.0,Salaried,Male,2,1.0,Deluxe,4.0,Married,1.0,0,4,1,0.0,Manager,19851.0,1,2,2,1,1,2,Young,3,Low,1,2.0,Beginner,0,1,2000,1414.2135623730949,2
201988,0,36.0,Self Enquiry,3,13.0,Small Business,Female,2,4.0,Deluxe,3.0,Single,1.0,0,1,1,0.0,Manager,22347.0,1,3,1,1,2,2,,1,,1,2.0,Beginner,0,0,2000,1414.2135623730949,2
201989,0,29.0,Company Invited,1,6.0,Salaried,Male,3,5.0,Basic,3.0,Married,2.0,0,1,0,2.0,Executive,17720.0,0,2,2,0,1,1,Young,3,Low,1,5.0,Beginner,0,0,500,375.2776749732568,4
201990,0,48.0,Self Enquiry,3,8.0,Small Business,Male,2,1.0,Deluxe,4.0,Married,4.0,0,3,0,1.0,Manager,23120.0,1,3,2,1,1,2,Senior,2,Medium,2,3.0,Regular,3,0,2000,1414.2135623730949,2
201991,0,27.0,Company Invited,3,13.0,Small Business,Female,3,1.0,Deluxe,3.0,Married,2.0,1,1,1,0.0,Manager,19647.0,0,3,1,1,1,2,Young,3,Low,1,3.0,Beginner,0,0,2000,1154.7005383792516,2
201992,0,37.0,Self Enquiry,1,13.0,Salaried,Male,3,1.0,Basic,3.0,Single,4.0,0,4,1,2.0,Executive,19680.0,1,2,2,0,2,1,Middle,1,Low,1,5.0,Regular,3,1,500,375.2776749732568,1
201993,0,50.0,Self Enquiry,1,34.0,Small Business,Male,3,1.0,Basic,3.0,Married,2.0,1,1,0,1.0,Executive,18221.0,1,3,2,0,1,1,Senior,2,Low,1,4.0,Beginner,0,0,500,375.2776749732568,4
201994,0,34.0,Self Enquiry,1,15.0,Small Business,Fe Male,2,4.0,Standard,4.0,Unmarried,2.0,0,1,1,0.0,Senior Manager,23621.0,1,3,0,3,3,3,Middle,1,Medium,2,2.0,Beginner,0,0,1000,919.2388155425117,1
201995,1,24.0,Self Enquiry,3,13.0,Salaried,Female,3,3.0,Deluxe,3.0,Single,1.0,0,1,1,1.0,Manager,19577.0,1,2,1,1,2,2,Young,3,Low,1,4.0,Beginner,0,0,2000,1154.7005383792516,2
201996,0,39.0,Self Enquiry,1,13.0,Large Business,Female,3,4.0,Deluxe,3.0,Single,2.0,0,1,1,1.0,Manager,19553.0,1,1,1,1,2,2,Middle,1,Low,1,4.0,Beginner,0,0,2000,1501.1106998930272,4
201997,0,32.0,Self Enquiry,3,16.0,Small Business,Male,2,3.0,Deluxe,3.0,Single,2.0,0,4,1,1.0,Manager,20396.0,1,3,2,1,2,2,Middle,1,Medium,2,3.0,Beginner,0,1,2000,1414.2135623730949,2
201998,1,50.0,Company Invited,3,14.0,Large Business,Male,2,3.0,Deluxe,3.0,Married,4.0,1,5,0,0.0,Manager,21796.0,0,1,2,1,1,2,Senior,2,Medium,2,2.0,Regular,3,1,2000,1414.2135623730949,2
201999,0,38.0,Self Enquiry,1,6.0,Salaried,Female,2,1.0,Deluxe,3.0,Unmarried,1.0,0,1,0,0.0,Manager,22625.0,1,2,1,1,3,2,Middle,1,Medium,2,2.0,Beginner,0,0,2000,1838.4776310850234,1
202000,0,27.0,Self Enquiry,1,6.0,Salaried,Female,3,3.0,Standard,5.0,Married,2.0,0,4,0,2.0,Senior Manager,22412.0,1,2,1,3,1,3,Young,3,Medium,2,5.0,Beginner,0,1,1000,750.5553499465136,1
202001,0,32.0,Self Enquiry,1,9.0,Salaried,Fe Male,2,3.0,Standard,3.0,Unmarried,4.0,0,1,1,0.0,Senior Manager,26159.0,1,2,0,3,3,3,Middle,1,Medium,2,2.0,Regular,3,0,1000,919.2388155425117,1
202002,0,47.0,Self Enquiry,3,20.0,Small Business,Male,2,4.0,Deluxe,5.0,Single,3.0,0,1,1,1.0,Manager,19960.0,1,3,2,1,2,2,Senior,2,Low,1,3.0,Regular,3,0,2000,1414.2135623730949,2
202003,0,40.0,Company Invited,3,11.0,Salaried,Male,2,4.0,Standard,5.0,Married,6.0,1,5,0,0.0,Senior Manager,25475.0,0,2,2,3,1,3,Middle,1,Medium,2,2.0,Expert,1,1,1000,707.1067811865474,3
202004,0,53.0,Self Enquiry,1,13.0,Salaried,Male,2,1.0,Super Deluxe,3.0,Married,4.0,0,1,0,1.0,AVP,29814.0,1,2,2,4,1,0,Senior,2,Medium,2,3.0,Regular,3,0,3500,3217.335854398791,0
202005,0,41.0,Self Enquiry,2,16.0,Salaried,Male,3,4.0,King,3.0,Married,4.0,0,1,1,1.0,VP,34141.0,1,2,2,2,1,4,Middle,1,Medium,2,4.0,Regular,3,0,5000,3175.426480542942,0
202006,0,60.0,Self Enquiry,3,22.0,Small Business,Male,2,3.0,Deluxe,5.0,Single,1.0,0,4,1,1.0,Manager,20405.0,1,3,2,1,2,2,Senior,2,Medium,2,3.0,Beginner,0,1,2000,1414.2135623730949,2
202007,0,27.0,Company Invited,1,16.0,Salaried,Male,2,3.0,Standard,5.0,Married,2.0,0,3,0,1.0,Senior Manager,23793.0,0,2,2,3,1,3,Young,3,Medium,2,3.0,Beginner,0,0,1000,919.2388155425117,1
202008,0,41.0,Self Enquiry,2,6.0,Salaried,Male,2,4.0,King,3.0,Married,2.0,0,1,1,1.0,VP,34189.0,1,2,2,2,1,4,Middle,1,Medium,2,3.0,Beginner,0,0,5000,3889.087296526011,0
202009,0,36.0,Self Enquiry,3,14.0,Small Business,Male,2,3.0,Basic,4.0,Married,1.0,0,1,0,1.0,Executive,22347.0,1,3,2,0,1,1,,1,,1,3.0,Beginner,0,0,500,353.5533905932737,2
202010,1,28.0,Self Enquiry,1,6.0,Salaried,Female,3,5.0,Basic,4.0,Single,1.0,1,1,1,2.0,Executive,17216.0,1,2,1,0,2,1,Young,3,Low,1,5.0,Beginner,0,0,500,375.2776749732568,4
202011,0,36.0,Company Invited,1,14.0,Salaried,Female,3,1.0,Standard,5.0,Married,1.0,0,3,0,1.0,Senior Manager,26713.0,0,2,1,3,1,3,Middle,1,Medium,2,4.0,Beginner,0,0,1000,750.5553499465136,4
202012,0,38.0,Self Enquiry,1,6.0,Salaried,Female,2,3.0,Standard,3.0,Unmarried,5.0,1,1,0,1.0,Senior Manager,22861.0,1,2,1,3,3,3,Middle,1,Medium,2,3.0,Regular,3,0,1000,919.2388155425117,3
202013,0,36.0,Company Invited,1,30.0,Small Business,Male,2,5.0,Basic,3.0,Single,3.0,0,3,0,0.0,Executive,18708.0,0,3,2,0,2,1,,1,Low,1,2.0,Regular,3,0,500,459.61940777125585,1
202014,0,47.0,Company Invited,3,9.0,Small Business,Female,2,3.0,Super Deluxe,3.0,Married,1.0,1,5,1,0.0,AVP,28770.0,0,3,1,4,1,0,Senior,2,Medium,2,2.0,Beginner,0,1,3500,2474.8737341529163,2
202015,0,30.0,Self Enquiry,3,33.0,Small Business,Male,3,3.0,Deluxe,3.0,Married,1.0,0,3,1,2.0,Manager,20304.0,1,3,2,1,1,2,Young,3,Medium,2,5.0,Beginner,0,0,2000,1154.7005383792516,2
202016,0,29.0,Self Enquiry,3,16.0,Salaried,Male,3,3.0,Basic,3.0,Single,2.0,0,4,1,0.0,Executive,17642.0,1,2,2,0,2,1,Young,3,Low,1,3.0,Beginner,0,1,500,288.6751345948129,2
202017,1,42.0,Company Invited,1,25.0,Small Business,Male,2,1.0,Basic,3.0,Married,7.0,1,3,0,0.0,Executive,17759.0,0,3,2,0,1,1,Middle,1,Low,1,2.0,Expert,1,0,500,459.61940777125585,3
202018,0,43.0,Company Invited,3,21.0,Salaried,Male,2,4.0,Deluxe,3.0,Married,4.0,0,5,1,0.0,Manager,21804.0,0,2,2,1,1,2,Middle,1,Medium,2,2.0,Regular,3,1,2000,1414.2135623730949,2
202019,0,34.0,Self Enquiry,1,14.0,Small Business,Female,3,3.0,Deluxe,3.0,Single,4.0,0,4,0,1.0,Manager,21142.0,1,3,1,1,2,2,Middle,1,Medium,2,4.0,Regular,3,1,2000,1501.1106998930272,1
202020,0,23.0,Self Enquiry,1,15.0,Small Business,Male,2,3.0,Basic,5.0,Married,2.0,0,3,1,0.0,Executive,17500.0,1,3,2,0,1,1,Young,3,Low,1,2.0,Beginner,0,0,500,459.61940777125585,1
202021,0,39.0,Self Enquiry,2,9.0,Salaried,Female,2,1.0,Deluxe,4.0,Married,1.0,0,1,0,0.0,Manager,21389.0,1,2,1,1,1,2,Middle,1,Medium,2,2.0,Beginner,0,0,2000,1555.6349186104044,2
202022,0,56.0,Self Enquiry,1,15.0,Small Business,Male,2,3.0,Super Deluxe,3.0,Married,1.0,0,4,0,0.0,AVP,26103.0,1,3,2,4,1,0,Senior,2,Medium,2,2.0,Beginner,0,1,3500,3217.335854398791,0
202023,0,40.0,Self Enquiry,1,8.0,Small Business,Female,2,4.0,Basic,3.0,Single,1.0,1,3,0,0.0,Executive,17342.0,1,3,1,0,2,1,Middle,1,Low,1,2.0,Beginner,0,0,500,459.61940777125585,1
202024,0,27.0,Self Enquiry,1,13.0,Small Business,Female,2,4.0,Deluxe,5.0,Unmarried,1.0,0,3,1,0.0,Manager,21811.0,1,3,1,1,3,2,Young,3,Medium,2,2.0,Beginner,0,0,2000,1838.4776310850234,1
202025,0,29.0,Self Enquiry,3,16.0,Small Business,Male,2,3.0,Basic,4.0,Married,2.0,0,1,1,0.0,Executive,17297.0,1,3,2,0,1,1,Young,3,Low,1,2.0,Beginner,0,0,500,353.5533905932737,2
202026,0,53.0,Self Enquiry,1,12.0,Salaried,Male,2,3.0,Deluxe,3.0,Single,3.0,0,5,1,1.0,Manager,17450.0,1,2,2,1,2,2,Senior,2,Low,1,3.0,Regular,3,1,2000,1838.4776310850234,1
202027,0,35.0,Company Invited,1,8.0,Salaried,Female,3,3.0,Deluxe,5.0,Married,3.0,0,4,1,2.0,Manager,20093.0,0,2,1,1,1,2,Middle,1,Medium,2,5.0,Regular,3,1,2000,1501.1106998930272,1
202028,0,32.0,Company Invited,1,30.0,Salaried,Male,3,3.0,Deluxe,3.0,Married,2.0,0,4,1,2.0,Manager,20309.0,0,2,2,1,1,2,Middle,1,Medium,2,5.0,Beginner,0,1,2000,1501.1106998930272,1
202029,0,38.0,Self Enquiry,1,8.0,Small Business,Male,3,3.0,Basic,3.0,Married,7.0,1,4,0,2.0,Executive,18057.0,1,3,2,0,1,1,Middle,1,Low,1,5.0,Expert,1,1,500,375.2776749732568,3
202030,0,34.0,Self Enquiry,1,14.0,Salaried,Female,2,3.0,Deluxe,5.0,Married,4.0,0,5,1,1.0,Manager,20121.0,1,2,1,1,1,2,Middle,1,Medium,2,3.0,Regular,3,1,2000,1838.4776310850234,1
202031,0,52.0,Self Enquiry,3,9.0,Small Business,Male,2,4.0,Super Deluxe,5.0,Married,2.0,0,5,1,0.0,AVP,31856.0,1,3,2,4,1,0,Senior,2,Medium,2,2.0,Beginner,0,1,3500,2474.8737341529163,0
202032,1,33.0,Self Enquiry,1,6.0,Salaried,Male,3,3.0,Basic,3.0,Single,2.0,1,3,1,0.0,Executive,17686.0,1,2,2,0,2,1,Middle,1,Low,1,3.0,Beginner,0,0,500,375.2776749732568,1
202033,0,25.0,Self Enquiry,3,32.0,Small Business,Female,2,3.0,Deluxe,3.0,Single,2.0,0,4,0,0.0,Manager,21180.0,1,3,1,1,2,2,Young,3,Medium,2,2.0,Beginner,0,1,2000,1414.2135623730949,2
202034,0,45.0,Self Enquiry,3,8.0,Large Business,Male,2,5.0,Deluxe,3.0,Unmarried,1.0,0,5,1,1.0,Manager,21632.0,1,1,2,1,3,2,Middle,1,Medium,2,3.0,Beginner,0,1,2000,1414.2135623730949,2
202035,0,36.0,Self Enquiry,1,16.0,Small Business,Male,3,1.0,Basic,3.0,Single,2.0,0,1,0,1.0,Executive,18505.0,1,3,2,0,2,1,,1,Low,1,4.0,Beginner,0,0,500,375.2776749732568,4
202036,1,47.0,Company Invited,3,33.0,Salaried,Female,3,1.0,Deluxe,3.0,Unmarried,5.0,1,4,0,1.0,Manager,21397.0,0,2,1,1,3,2,Senior,2,Medium,2,4.0,Regular,3,1,2000,1154.7005383792516,3
202037,0,34.0,Self Enquiry,3,8.0,Salaried,Male,2,3.0,Deluxe,3.0,Single,2.0,0,5,0,1.0,Manager,21274.0,1,2,2,1,2,2,Middle,1,Medium,2,3.0,Beginner,0,1,2000,1414.2135623730949,2
202038,1,55.0,Self Enquiry,1,8.0,Small Business,Male,3,3.0,King,5.0,Married,6.0,1,1,1,,VP,34859.0,1,3,2,2,1,4,Senior,2,Medium,2,3.0,Expert,1,0,5000,3752.776749732568,0
202039,0,36.0,Company Invited,3,14.0,Salaried,Male,3,4.0,Standard,5.0,Unmarried,2.0,0,1,0,0.0,Senior Manager,22587.0,0,2,2,3,3,3,Middle,1,Medium,2,3.0,Beginner,0,0,1000,577.3502691896258,2
202040,0,52.0,Company Invited,1,13.0,Small Business,Male,2,3.0,Basic,3.0,Married,1.0,0,3,1,0.0,Executive,22347.0,0,3,2,0,1,1,Senior,2,,1,2.0,Beginner,0,0,500,459.61940777125585,1
202041,0,26.0,,1,13.0,Salaried,Female,3,5.0,Basic,3.0,Married,4.0,0,4,1,0.0,Executive,22347.0,2,2,1,0,1,1,Young,3,,1,3.0,Regular,3,1,500,375.2776749732568,1
202042,0,29.0,,1,13.0,Small Business,Female,3,3.0,Deluxe,3.0,Married,5.0,0,1,0,1.0,Manager,22347.0,2,3,1,1,1,2,Young,3,,1,4.0,Regular,3,0,2000,1501.1106998930272,4
202043,1,26.0,Self Enquiry,3,14.0,Large Business,Male,2,4.0,Deluxe,5.0,Single,7.0,0,3,0,0.0,Manager,20326.0,1,1,2,1,2,2,Young,3,Medium,2,2.0,Expert,1,0,2000,1414.2135623730949,3
202044,0,34.0,Self Enquiry,1,6.0,Salaried,Female,3,1.0,Basic,3.0,Single,3.0,0,1,1,1.0,Executive,18280.0,1,2,1,0,2,1,Middle,1,Low,1,4.0,Regular,3,0,500,375.2776749732568,4
202045,0,54.0,Self Enquiry,1,25.0,Small Business,Female,3,3.0,Deluxe,5.0,Married,1.0,1,3,0,2.0,Manager,20485.0,1,3,1,1,1,2,Senior,2,Medium,2,5.0,Beginner,0,0,2000,1501.1106998930272,4
202046,0,27.0,,3,13.0,Small Business,Male,2,3.0,Deluxe,3.0,Married,1.0,0,3,1,1.0,Manager,22347.0,2,3,2,1,1,2,Young,3,,1,3.0,Beginner,0,0,2000,1414.2135623730949,2
202047,0,37.0,Self Enquiry,1,16.0,Salaried,Female,2,3.0,Basic,5.0,Married,1.0,1,3,1,0.0,Executive,17782.0,1,2,1,0,1,1,Middle,1,Low,1,2.0,Beginner,0,0,500,459.61940777125585,1
202048,0,38.0,Company Invited,1,8.0,Salaried,Female,3,1.0,Deluxe,5.0,Single,7.0,1,1,0,0.0,Manager,20980.0,0,2,1,1,2,2,Middle,1,Medium,2,3.0,Expert,1,0,2000,1501.1106998930272,3
202049,0,34.0,,1,13.0,Small Business,Female,2,4.0,Basic,5.0,Single,2.0,0,1,1,0.0,Executive,22347.0,2,3,1,0,2,1,Middle,1,,1,2.0,Beginner,0,0,500,459.61940777125585,1
202050,0,35.0,Self Enquiry,3,14.0,Salaried,Female,3,3.0,Basic,3.0,Married,2.0,0,3,1,2.0,Executive,17572.0,1,2,1,0,1,1,Middle,1,Low,1,5.0,Beginner,0,0,500,288.6751345948129,2
202051,0,36.0,Self Enquiry,1,6.0,Salaried,Male,2,5.0,Basic,3.0,Married,4.0,0,4,1,0.0,Executive,22347.0,1,2,2,0,1,1,,1,,1,2.0,Regular,3,1,500,459.61940777125585,1
202052,0,40.0,Company Invited,1,13.0,Small Business,Female,2,1.0,Deluxe,4.0,Married,2.0,0,3,0,0.0,Manager,22347.0,0,3,1,1,1,2,Middle,1,,1,2.0,Beginner,0,0,2000,1838.4776310850234,1
202053,0,34.0,Self Enquiry,3,14.0,Salaried,Female,3,3.0,Deluxe,5.0,Married,6.0,0,1,1,2.0,Manager,21500.0,1,2,1,1,1,2,Middle,1,Medium,2,5.0,Expert,1,0,2000,1154.7005383792516,3
202054,0,42.0,Company Invited,1,14.0,Salaried,Male,3,3.0,King,3.0,Married,2.0,0,5,1,1.0,VP,33430.0,0,2,2,2,1,4,Middle,1,Medium,2,4.0,Beginner,0,1,5000,3752.776749732568,0
202055,1,23.0,Self Enquiry,1,12.0,Salaried,Male,3,1.0,Basic,5.0,Married,2.0,1,3,0,0.0,Executive,16601.0,1,2,2,0,1,1,Young,3,Low,1,3.0,Beginner,0,0,500,375.2776749732568,1
202056,0,24.0,Company Invited,1,15.0,Salaried,Male,2,4.0,Basic,4.0,Married,2.0,0,5,0,1.0,Executive,17694.0,0,2,2,0,1,1,Young,3,Low,1,3.0,Beginner,0,1,500,459.61940777125585,1
202057,0,52.0,Self Enquiry,1,17.0,Salaried,Female,2,3.0,Deluxe,3.0,Married,1.0,0,1,1,0.0,Manager,18149.0,1,2,1,1,1,2,Senior,2,Low,1,2.0,Beginner,0,0,2000,1838.4776310850234,1
202058,0,50.0,Self Enquiry,1,8.0,Small Business,Male,3,3.0,Super Deluxe,3.0,Married,6.0,0,1,0,1.0,AVP,32639.0,1,3,2,4,1,0,Senior,2,Medium,2,4.0,Expert,1,0,3500,2626.9437248127974,0
202059,1,29.0,Self Enquiry,1,6.0,Salaried,Female,2,4.0,Basic,5.0,Married,2.0,1,1,0,0.0,Executive,17319.0,1,2,1,0,1,1,Young,3,Low,1,2.0,Beginner,0,0,500,459.61940777125585,1
202060,0,33.0,Self Enquiry,1,13.0,Small Business,Male,2,3.0,Standard,3.0,Married,1.0,0,4,1,0.0,Senior Manager,26691.0,1,3,2,3,1,3,Middle,1,Medium,2,2.0,Beginner,0,1,1000,919.2388155425117,1
202061,1,33.0,Self Enquiry,3,22.0,Small Business,Female,3,3.0,Deluxe,5.0,Single,6.0,0,3,1,0.0,Manager,20324.0,1,3,1,1,2,2,Middle,1,Medium,2,3.0,Expert,1,0,2000,1154.7005383792516,3
202062,0,47.0,Self Enquiry,1,8.0,Salaried,Female,2,3.0,Super Deluxe,3.0,Married,2.0,1,4,1,0.0,AVP,31752.0,1,2,1,4,1,0,Senior,2,Medium,2,2.0,Beginner,0,1,3500,3217.335854398791,0
202063,0,36.0,Self Enquiry,1,6.0,Salaried,Female,2,3.0,Deluxe,4.0,Married,1.0,0,5,1,1.0,Manager,20228.0,1,2,1,1,1,2,Middle,1,Medium,2,3.0,Beginner,0,1,2000,1838.4776310850234,1
202064,0,29.0,Self Enquiry,1,29.0,Salaried,Male,2,1.0,Basic,3.0,Married,2.0,0,1,1,1.0,Executive,17700.0,1,2,2,0,1,1,Young,3,Low,1,3.0,Beginner,0,0,500,459.61940777125585,1
202065,1,58.0,Self Enquiry,1,8.0,Salaried,Male,2,3.0,King,4.0,Single,1.0,1,3,1,0.0,VP,34246.0,1,2,2,2,2,4,Senior,2,Medium,2,2.0,Beginner,0,0,5000,4596.194077712558,0
202066,0,35.0,Self Enquiry,1,6.0,Salaried,Female,2,1.0,Basic,3.0,Single,4.0,0,3,1,1.0,Executive,17506.0,1,2,1,0,2,1,Middle,1,Low,1,3.0,Regular,3,0,500,459.61940777125585,1
202067,0,42.0,Self Enquiry,1,6.0,Salaried,Female,2,4.0,Deluxe,3.0,Married,1.0,1,3,0,0.0,Manager,21062.0,1,2,1,1,1,2,Middle,1,Medium,2,2.0,Beginner,0,0,2000,1838.4776310850234,1
202068,1,28.0,,1,13.0,Small Business,Male,2,3.0,Basic,3.0,Single,7.0,0,3,1,1.0,Executive,22347.0,2,3,2,0,2,1,Young,3,,1,3.0,Expert,1,0,500,459.61940777125585,3
202069,0,36.0,Self Enquiry,2,19.0,Salaried,Male,2,3.0,Basic,4.0,Married,5.0,0,3,1,1.0,Executive,17143.0,1,2,2,0,1,1,Middle,1,Low,1,3.0,Regular,3,0,500,388.9087296526011,1
202070,0,32.0,Self Enquiry,1,10.0,Salaried,Female,3,4.0,Deluxe,3.0,Married,2.0,0,4,1,1.0,Manager,21162.0,1,2,1,1,1,2,Middle,1,Medium,2,4.0,Beginner,0,1,2000,1501.1106998930272,1
202071,0,40.0,Company Invited,1,22.0,Small Business,Male,2,4.0,Deluxe,3.0,Single,7.0,0,5,0,0.0,Manager,20094.0,0,3,2,1,2,2,Middle,1,Medium,2,2.0,Expert,1,1,2000,1838.4776310850234,3
